book_id,title,original_title,books_count,authors,average_rating,image_url,small_image_url
664,Breakfast at Tiffany's,Breakfast at Tiffany's,254,Truman Capote,3.89,https://images.gr-assets.com/books/1477015353m/251688.jpg,https://images.gr-assets.com/books/1477015353s/251688.jpg
665,"The Passage (The Passage, #1)",The Passage,101,Justin Cronin,4.04,https://images.gr-assets.com/books/1327874267m/6690798.jpg,https://images.gr-assets.com/books/1327874267s/6690798.jpg
666,Anansi Boys,Anansi Boys,112,Neil Gaiman,4.0,https://images.gr-assets.com/books/1479778049m/2744.jpg,https://images.gr-assets.com/books/1479778049s/2744.jpg
668,Everything I Never Told You,Everything I Never Told You,62,Celeste Ng,3.78,https://images.gr-assets.com/books/1386795198m/18693763.jpg,https://images.gr-assets.com/books/1386795198s/18693763.jpg
669,The House of the Spirits,La casa de los espíritus,243,"Isabel Allende, Magda Bogin",4.2,https://images.gr-assets.com/books/1358615501m/9328.jpg,https://images.gr-assets.com/books/1358615501s/9328.jpg
670,The Dead Zone,The Dead Zone,145,Stephen King,3.9,https://images.gr-assets.com/books/1283509622m/11573.jpg,https://images.gr-assets.com/books/1283509622s/11573.jpg
671,"The Mysterious Affair at Styles (Hercule Poirot, #1)",The Mysterious Affair at Styles,876,"Agatha Christie, Ροζίτα Σώκου",3.98,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
672,"Murder on the Orient Express (Hercule Poirot, #10)",Murder in the Calais Coach,429,Agatha Christie,4.16,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
673,Americanah,Americanah,83,Chimamanda Ngozi Adichie,4.26,https://images.gr-assets.com/books/1356654499m/15796700.jpg,https://images.gr-assets.com/books/1356654499s/15796700.jpg
674,Suzanne's Diary for Nicholas,Suzanne's Diary for Nicholas,79,James Patterson,4.16,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
675,Firestarter,Firestarter,154,Stephen King,3.85,https://images.gr-assets.com/books/1394208032m/233667.jpg,https://images.gr-assets.com/books/1394208032s/233667.jpg
677,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen","Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",70,Christopher McDougall,4.27,https://images.gr-assets.com/books/1320531983m/6289283.jpg,https://images.gr-assets.com/books/1320531983s/6289283.jpg
678,The Storied Life of A.J. Fikry,The Storied Life of A.J. Fikry,79,Gabrielle Zevin,3.98,https://images.gr-assets.com/books/1404582137m/18293427.jpg,https://images.gr-assets.com/books/1404582137s/18293427.jpg
679,Madeline,Mad About Madeline,74,Ludwig Bemelmans,4.22,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
681,"Little House in the Big Woods (Little House, #1)",Little House In The Big Woods,132,"Laura Ingalls Wilder, Garth Williams",4.16,https://images.gr-assets.com/books/1475195170m/8337.jpg,https://images.gr-assets.com/books/1475195170s/8337.jpg
682,Jonathan Strange & Mr Norrell,Jonathan Strange & Mr Norrell,124,Susanna Clarke,3.8,https://images.gr-assets.com/books/1357027589m/14201.jpg,https://images.gr-assets.com/books/1357027589s/14201.jpg
684,"The House of Hades (The Heroes of Olympus, #4)",The House of Hades,63,Rick Riordan,4.54,https://images.gr-assets.com/books/1464201430m/12127810.jpg,https://images.gr-assets.com/books/1464201430s/12127810.jpg
685,"Gone (Gone, #1)",Gone,61,Michael  Grant,3.85,https://images.gr-assets.com/books/1357796831m/2536134.jpg,https://images.gr-assets.com/books/1357796831s/2536134.jpg
686,"The Wedding (The Notebook, #2)",The Wedding,85,Nicholas Sparks,3.98,https://images.gr-assets.com/books/1385738787m/3466.jpg,https://images.gr-assets.com/books/1385738787s/3466.jpg
687,1776,1776,38,David McCullough,4.06,https://images.gr-assets.com/books/1306787560m/1067.jpg,https://images.gr-assets.com/books/1306787560s/1067.jpg
688,Under the Banner of Heaven: A Story of Violent Faith,Under the Banner of Heaven: A Story of Violent Faith,37,Jon Krakauer,3.98,https://images.gr-assets.com/books/1356441391m/10847.jpg,https://images.gr-assets.com/books/1356441391s/10847.jpg
689,Beautiful Ruins,Beautiful Ruins,51,Jess Walter,3.67,https://images.gr-assets.com/books/1338161553m/11447921.jpg,https://images.gr-assets.com/books/1338161553s/11447921.jpg
691,On Writing: A Memoir of the Craft,On Writing: A Memoir of the Craft,122,Stephen King,4.31,https://images.gr-assets.com/books/1436735207m/10569.jpg,https://images.gr-assets.com/books/1436735207s/10569.jpg
692,"Firefly Lane (Firefly Lane, #1)",Firefly Lane,61,Kristin Hannah,4.04,https://images.gr-assets.com/books/1362435448m/1472878.jpg,https://images.gr-assets.com/books/1362435448s/1472878.jpg
693,Sphere,Sphere,122,Michael Crichton,3.77,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
695,"The Silkworm (Cormoran Strike, #2)",The Silkworm,109,"Robert Galbraith, J.K. Rowling",4.03,https://images.gr-assets.com/books/1392577290m/18214414.jpg,https://images.gr-assets.com/books/1392577290s/18214414.jpg
696,"The Vampire Lestat (The Vampire Chronicles, #2)",The Vampire Lestat,111,Anne Rice,4.05,https://images.gr-assets.com/books/1347515742m/43814.jpg,https://images.gr-assets.com/books/1347515742s/43814.jpg
697,State of Wonder,State of Wonder,49,Ann Patchett,3.85,https://images.gr-assets.com/books/1454428541m/9118135.jpg,https://images.gr-assets.com/books/1454428541s/9118135.jpg
698,The Silver Linings Playbook,The Silver Linings Playbook,75,Matthew Quick,4.0,https://images.gr-assets.com/books/1358277412m/13539044.jpg,https://images.gr-assets.com/books/1358277412s/13539044.jpg
699,Twenty Thousand Leagues Under the Sea,Vingt Mille Lieues Sous les Mers,1691,"Jules Verne, Anthony Bonner",3.86,https://images.gr-assets.com/books/1494979127m/33507.jpg,https://images.gr-assets.com/books/1494979127s/33507.jpg
700,"The Constant Princess (The Plantagenet and Tudor Novels, #6)",The Constant Princess,63,Philippa Gregory,3.88,https://images.gr-assets.com/books/1355932704m/16181.jpg,https://images.gr-assets.com/books/1355932704s/16181.jpg
701,Mrs. Dalloway,Mrs Dalloway,572,"Virginia Woolf, Maureen Howard",3.78,https://images.gr-assets.com/books/1479336522m/14942.jpg,https://images.gr-assets.com/books/1479336522s/14942.jpg
702,The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared,Hundraåringen som klev ut genom fönstret och försvann,173,"Jonas Jonasson, Rod Bradbury",3.81,https://images.gr-assets.com/books/1334848488m/13486632.jpg,https://images.gr-assets.com/books/1334848488s/13486632.jpg
703,Bag of Bones,Bag of Bones,134,Stephen King,3.87,https://images.gr-assets.com/books/1365592796m/10589.jpg,https://images.gr-assets.com/books/1365592796s/10589.jpg
704,The Cider House Rules,The Cider House Rules,114,John Irving,4.1,https://images.gr-assets.com/books/1327962519m/4687.jpg,https://images.gr-assets.com/books/1327962519s/4687.jpg
705,Thinner,Thinner,132,"Richard Bachman, Stephen King",3.66,https://images.gr-assets.com/books/1346947063m/10605.jpg,https://images.gr-assets.com/books/1346947063s/10605.jpg
706,Around the World in Eighty Days,Le tour du monde en quatre-vingts jours,1903,"Jules Verne, Michael Glencross, Brian W. Aldiss",3.9,https://images.gr-assets.com/books/1308815551m/54479.jpg,https://images.gr-assets.com/books/1308815551s/54479.jpg
707,Walk Two Moons,Walk Two Moons,65,Sharon Creech,3.95,https://images.gr-assets.com/books/1389035862m/53496.jpg,https://images.gr-assets.com/books/1389035862s/53496.jpg
709,Nine Stories,Nine Stories,155,J.D. Salinger,4.19,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
710,"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen: How One Girl Risked Her Marriage, Her Job, and Her Sanity to Master the Art of Living","Julie & Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen",64,Julie Powell,3.67,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
711,"Unwind (Unwind, #1)",Unwind,62,Neal Shusterman,4.18,https://images.gr-assets.com/books/1297677706m/764347.jpg,https://images.gr-assets.com/books/1297677706s/764347.jpg
712,"Drums of Autumn (Outlander, #4)","Drums of Autumn (Outlander, #4)",96,Diana Gabaldon,4.34,https://images.gr-assets.com/books/1500688941m/10988.jpg,https://images.gr-assets.com/books/1500688941s/10988.jpg
713,"Prodigy (Legend, #2)",Prodigy,61,Marie Lu,4.29,https://images.gr-assets.com/books/1336254717m/13414446.jpg,https://images.gr-assets.com/books/1336254717s/13414446.jpg
714,King Lear,The Tragedie of King Lear,1108,William Shakespeare,3.89,https://images.gr-assets.com/books/1331563731m/12938.jpg,https://images.gr-assets.com/books/1331563731s/12938.jpg
715,Death of a Salesman,Death of a Salesman,139,Arthur Miller,3.49,https://images.gr-assets.com/books/1469024140m/12898.jpg,https://images.gr-assets.com/books/1469024140s/12898.jpg
718,The Sound and the Fury,The Sound and the Fury,221,William Faulkner,3.86,https://images.gr-assets.com/books/1433089995m/10975.jpg,https://images.gr-assets.com/books/1433089995s/10975.jpg
722,"The Shadow Rising (Wheel of Time, #4)",The Shadow Rising ,83,Robert Jordan,4.21,https://images.gr-assets.com/books/1470841890m/9539.jpg,https://images.gr-assets.com/books/1470841890s/9539.jpg
724,"From Dead to Worse (Sookie Stackhouse, #8)",From Dead to Worse,67,Charlaine Harris,4.01,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
725,"The Waste Lands (The Dark Tower, #3)",The Waste Lands,151,"Stephen King, Ned Dameron",4.24,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
726,"The Bone Collector (Lincoln Rhyme, #1)",The Bone Collector,109,Jeffery Deaver,4.18,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
727,The Reader,Der Vorleser,183,"Bernhard Schlink, Carol Brown Janeway",3.73,https://images.gr-assets.com/books/1327936339m/101299.jpg,https://images.gr-assets.com/books/1327936339s/101299.jpg
728,"Brown Bear, Brown Bear, What Do You See?","Brown Bear, Brown Bear, What Do You See?",77,"Bill Martin Jr., Eric Carle",4.19,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
729,"Hyperion (Hyperion Cantos, #1)",Hyperion,107,Dan Simmons,4.21,https://images.gr-assets.com/books/1405546838m/77566.jpg,https://images.gr-assets.com/books/1405546838s/77566.jpg
730,The Pearl,The Pearl of the World,233,John Steinbeck,3.41,https://images.gr-assets.com/books/1437234939m/5308.jpg,https://images.gr-assets.com/books/1437234939s/5308.jpg
731,The Exorcist,The Exorcist,1,William Peter Blatty,4.14,https://images.gr-assets.com/books/1375168676m/179780.jpg,https://images.gr-assets.com/books/1375168676s/179780.jpg
732,"The Short Second Life of Bree Tanner: An Eclipse Novella (Twilight, #3.5)",The Short Second Life of Bree Tanner,93,Stephenie Meyer,3.51,https://images.gr-assets.com/books/1274335680m/7937462.jpg,https://images.gr-assets.com/books/1274335680s/7937462.jpg
733,Snow Falling on Cedars,Snow Falling on Cedars,97,David Guterson,3.8,https://images.gr-assets.com/books/1479863528m/77142.jpg,https://images.gr-assets.com/books/1479863528s/77142.jpg
734,Roots: The Saga of an American Family,Roots,102,Alex Haley,4.42,https://images.gr-assets.com/books/1329398936m/546018.jpg,https://images.gr-assets.com/books/1329398936s/546018.jpg
736,Invisible Man,Invisible Man,109,Ralph Ellison,3.84,https://images.gr-assets.com/books/1352854247m/16981.jpg,https://images.gr-assets.com/books/1352854247s/16981.jpg
737,A Long Way Gone: Memoirs of a Boy Soldier,A Long Way Gone. Memoirs of a Boy Soldier,68,Ishmael Beah,4.14,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
738,"Mrs. Frisby and the Rats of NIMH (Rats of NIMH, #1)",Mrs. Frisby and the Rats of NIMH,73,Robert C. O'Brien,4.13,https://images.gr-assets.com/books/1351191064m/9822.jpg,https://images.gr-assets.com/books/1351191064s/9822.jpg
739,Different Seasons,Different Seasons,132,Stephen King,4.34,https://images.gr-assets.com/books/1329662611m/39662.jpg,https://images.gr-assets.com/books/1329662611s/39662.jpg
740,"The Little House Collection (Little House, #1-9)",The Little House Collection,14,"Laura Ingalls Wilder, Garth Williams",4.33,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
741,The Girls' Guide to Hunting and Fishing,The Girls' Guide to Hunting and Fishing,61,Melissa Bank,3.29,https://images.gr-assets.com/books/1309210476m/33926.jpg,https://images.gr-assets.com/books/1309210476s/33926.jpg
742,"Wool Omnibus (Silo, #1)",Wool Omnibus,116,Hugh Howey,4.24,https://images.gr-assets.com/books/1349614200m/13453029.jpg,https://images.gr-assets.com/books/1349614200s/13453029.jpg
743,"Lamb: The Gospel According to Biff, Christ's Childhood Pal","Lamb: The Gospel According to Biff, Christ's Childhood Pal",51,Christopher Moore,4.26,https://images.gr-assets.com/books/1331419009m/28881.jpg,https://images.gr-assets.com/books/1331419009s/28881.jpg
745,Let's Pretend This Never Happened: A Mostly True Memoir,Let's Pretend This Never Happened (A Mostly True Memoir),2,Jenny  Lawson,3.9,https://images.gr-assets.com/books/1489415716m/12868761.jpg,https://images.gr-assets.com/books/1489415716s/12868761.jpg
746,"The Lies of Locke Lamora (Gentleman Bastard, #1)",The Lies of Locke Lamora,72,Scott Lynch,4.3,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
747,"Sabriel (Abhorsen,  #1)",Sabriel,99,Garth Nix,4.17,https://images.gr-assets.com/books/1293655399m/518848.jpg,https://images.gr-assets.com/books/1293655399s/518848.jpg
748,"Dead and Gone (Sookie Stackhouse, #9)",Dead and Gone,68,Charlaine Harris,4.01,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
749,The Storyteller,The Storyteller,62,Jodi Picoult,4.26,https://images.gr-assets.com/books/1356328634m/15753740.jpg,https://images.gr-assets.com/books/1356328634s/15753740.jpg
750,"Obsidian (Lux, #1)",Obsidian,60,Jennifer L. Armentrout,4.23,https://images.gr-assets.com/books/1328275091m/12578077.jpg,https://images.gr-assets.com/books/1328275091s/12578077.jpg
751,"Life, the Universe and Everything (Hitchhiker's Guide, #3)","Life, the Universe and Everything",142,Douglas Adams,4.19,https://images.gr-assets.com/books/1333577589m/8694.jpg,https://images.gr-assets.com/books/1333577589s/8694.jpg
752,"Crown of Midnight (Throne of Glass, #2)",Crown of Midnight,55,Sarah J. Maas,4.49,https://images.gr-assets.com/books/1391580481m/17167166.jpg,https://images.gr-assets.com/books/1391580481s/17167166.jpg
754,Half Broke Horses,Half Broke Horses: A True Life Novel,51,Jeannette Walls,4.05,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
755,"Mort (Death, #1; Discworld, #4)",Mort,4,Terry Pratchett,4.22,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
756,"The Iron King (The Iron Fey, #1)","The Iron King (The Iron Fey, #1)",58,Julie Kagawa,3.92,https://images.gr-assets.com/books/1327877670m/6644117.jpg,https://images.gr-assets.com/books/1327877670s/6644117.jpg
757,Lonesome Dove,Lonesome Dove,57,Larry McMurtry,4.47,https://images.gr-assets.com/books/1378573063m/256008.jpg,https://images.gr-assets.com/books/1378573063s/256008.jpg
758,Stiff: The Curious Lives of Human Cadavers,Stiff: The Curious Lives of Human Cadavers,48,Mary Roach,4.05,https://images.gr-assets.com/books/1347656489m/32145.jpg,https://images.gr-assets.com/books/1347656489s/32145.jpg
759,"Bloodlines (Bloodlines, #1)",Bloodlines,37,Richelle Mead,4.22,https://images.gr-assets.com/books/1297199431m/8709527.jpg,https://images.gr-assets.com/books/1297199431s/8709527.jpg
760,"Ender's Shadow (Ender's Shadow, #1)",Ender's Shadow,63,Orson Scott Card,4.3,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
762,Schindler's List,Schindler's Ark,134,Thomas Keneally,4.34,https://images.gr-assets.com/books/1348163457m/375013.jpg,https://images.gr-assets.com/books/1348163457s/375013.jpg
763,The Bluest Eye,The Bluest Eye,104,Toni Morrison,3.99,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
